date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2010-01-01,18.2,13.5,24.0,,,313.0,17.2,,,
2010-01-02,18.8,10.0,26.0,,,236.0,9.4,,,
2010-01-03,19.3,13.2,26.2,,,320.0,10.1,,,
2010-01-04,18.9,14.8,24.0,,,317.0,26.3,,,
2010-01-05,18.1,13.6,24.0,,,318.0,28.2,,,
2010-01-06,18.7,13.4,24.4,,,322.0,19.0,,,
2010-01-07,20.2,13.8,28.2,,,317.0,8.7,,,
2010-01-08,20.3,14.8,27.2,,,,,,,
2010-01-09,19.7,12.4,28.8,,,,8.3,,,
2010-01-10,19.4,11.4,29.0,,,,3.5,,,
2010-01-11,18.8,10.6,27.2,,,,5.4,,,
2010-01-12,19.1,13.0,24.6,,,338.0,8.9,,,
2010-01-13,19.3,16.4,23.0,,,,14.4,,,
2010-01-14,17.7,10.8,25.0,,,282.0,12.1,,,
2010-01-15,17.7,12.6,24.0,,,298.0,11.6,,,
2010-01-16,19.6,11.9,25.0,,,228.0,10.6,,,
2010-01-17,23.6,18.8,26.2,,,138.0,12.9,,,
2010-01-18,19.3,14.5,22.5,,,292.0,21.8,,,
2010-01-19,15.4,10.0,,,,,,,,
2010-01-20,19.5,,24.4,,,,,,,
2010-01-21,17.0,12.0,21.2,,,303.0,18.3,,,
2010-01-22,16.8,12.5,21.2,,,300.0,13.1,,,
2010-01-23,18.6,10.6,26.0,,,278.0,8.3,,,
2010-01-24,19.3,12.7,26.0,,,310.0,17.4,,,
2010-01-25,16.2,11.0,20.2,,,310.0,25.3,,,
2010-01-26,15.9,11.6,19.5,,,306.0,24.7,,,
2010-01-27,16.1,12.0,21.2,,,302.0,16.1,,,
2010-01-28,16.8,8.6,23.6,,,188.0,9.3,,,
2010-01-29,20.0,10.8,27.6,,,179.0,10.2,,,
2010-01-30,22.6,17.3,25.0,,,145.0,19.5,,,
2010-01-31,23.0,20.0,26.0,,,313.0,22.0,,,
2010-02-01,20.2,17.0,25.0,,,318.0,27.4,,,
2010-02-02,18.4,12.8,24.4,,,312.0,24.9,,,
2010-02-03,17.4,13.0,21.6,,,315.0,31.3,,,
2010-02-04,14.6,10.3,18.6,,,312.0,34.7,,,
2010-02-05,14.7,10.0,19.4,,,301.0,26.3,,,
2010-02-06,14.3,10.4,18.4,,,311.0,28.3,,,
2010-02-07,15.2,10.3,20.0,,,292.0,14.3,,,
2010-02-08,17.4,9.8,23.4,,,191.0,9.7,,,
2010-02-09,18.9,9.8,25.0,,,182.0,9.4,,,
2010-02-10,19.6,13.5,24.3,,,329.0,12.6,,,
2010-02-11,19.2,12.6,24.4,,,167.0,8.1,,,
2010-02-12,20.6,14.5,27.0,,,304.0,10.0,,,
2010-02-13,22.8,15.9,29.5,,,317.0,13.1,,,
2010-02-14,24.8,17.0,31.4,,,317.0,9.3,,,
2010-02-15,24.4,19.0,29.3,,,,9.0,,,
2010-02-16,24.3,20.0,28.4,,,131.0,9.5,,,
2010-02-17,24.6,19.8,29.4,,,110.0,9.5,,,
2010-02-18,23.8,19.0,28.0,,,115.0,10.8,,,
2010-02-19,24.3,20.0,29.8,,,319.0,17.0,,,
2010-02-20,23.7,16.6,30.0,,,,9.0,,,
2010-02-21,23.4,16.0,29.8,,,,8.0,,,
2010-02-22,22.1,18.8,26.0,,,319.0,27.4,,,
2010-02-23,21.1,16.8,27.0,,,318.0,21.9,,,
2010-02-24,20.6,15.0,28.0,,,320.0,19.4,,,
2010-02-25,20.9,13.4,26.3,,,315.0,18.3,,,
2010-02-26,20.2,17.0,25.2,,,312.0,28.8,,,
2010-02-27,19.2,14.0,24.1,,,,14.3,,,
2010-02-28,22.7,14.4,31.2,,,273.0,23.8,,,
2010-03-01,19.3,16.0,23.3,,,323.0,31.4,,,
2010-03-02,20.7,16.0,26.0,,,301.0,19.2,,,
2010-03-03,22.0,13.8,27.5,,,,12.7,,,
2010-03-04,20.7,16.9,25.0,,,318.0,26.5,,,
2010-03-05,21.3,13.2,28.2,,,102.0,8.8,,,
2010-03-06,22.6,16.4,28.2,,,313.0,11.9,,,
2010-03-07,22.8,17.6,29.0,,,317.0,16.5,,,
2010-03-08,24.1,15.2,30.8,,,,5.9,,,
2010-03-09,24.9,19.4,29.6,,,,12.4,,,
2010-03-10,24.7,20.0,29.0,,,145.0,8.4,,,
2010-03-11,24.6,17.6,31.3,,,,10.4,,,
2010-03-12,24.2,16.7,31.1,,,,9.3,,,
2010-03-13,24.7,19.7,28.4,,,135.0,10.4,,,
2010-03-14,25.9,22.4,29.0,,,127.0,13.2,,,
2010-03-15,26.4,25.0,29.2,,,113.0,10.4,,,
2010-03-16,23.3,19.8,27.7,,,326.0,38.9,,,
2010-03-17,20.7,15.7,25.7,,,328.0,36.4,,,
2010-03-18,19.2,15.4,24.0,,,315.0,47.8,,,
2010-03-19,18.2,13.0,22.0,,,322.0,33.1,,,
2010-03-20,19.4,13.4,24.2,,,315.0,32.5,,,
2010-03-21,20.8,14.0,26.4,,,314.0,22.5,,,
2010-03-22,22.1,15.8,27.0,,,325.0,20.8,,,
2010-03-23,22.0,16.4,27.0,,,322.0,24.6,,,
2010-03-24,22.3,17.0,29.0,,,342.0,18.6,,,
2010-03-25,23.8,18.8,29.1,,,310.0,35.5,,,
2010-03-26,21.4,17.3,25.3,,,319.0,26.9,,,
2010-03-27,20.8,14.8,25.7,,,323.0,21.0,,,
2010-03-28,21.9,16.4,27.0,,,300.0,14.4,,,
2010-03-29,23.4,17.3,28.4,,,,7.8,,,
2010-03-30,22.9,18.5,28.0,,,326.0,32.6,,,
2010-03-31,21.4,16.6,26.0,,,323.0,24.1,,,
2010-04-01,24.3,15.4,32.4,,,324.0,16.2,,,
2010-04-02,27.5,20.0,35.0,,,334.0,15.3,,,
2010-04-03,29.3,21.3,35.2,,,326.0,13.1,,,
2010-04-04,26.9,23.6,31.0,,,337.0,19.1,,,
2010-04-05,24.7,21.6,28.8,,,336.0,25.7,,,
2010-04-06,23.9,18.6,28.4,,,325.0,24.2,,,
2010-04-07,24.6,19.2,30.3,,,321.0,35.4,,,
2010-04-08,22.9,19.0,28.6,,,327.0,33.1,,,
2010-04-09,23.4,17.3,28.4,,,335.0,24.2,,,
2010-04-10,24.6,17.1,32.4,,,19.0,9.0,,,
2010-04-11,26.8,19.2,33.0,,,,11.7,,,
2010-04-12,23.5,20.0,27.3,,,330.0,37.9,,,
2010-04-13,22.2,17.9,26.4,,,323.0,29.1,,,
2010-04-14,23.4,17.7,28.6,,,330.0,26.1,,,
2010-04-15,24.9,18.0,31.8,,,,,,,
2010-04-16,24.4,18.8,28.4,,,,8.9,,,
2010-04-17,27.3,22.0,32.0,,,323.0,28.0,,,
2010-04-18,27.1,23.2,32.4,,,329.0,16.7,,,
2010-04-19,29.4,23.0,36.0,,,328.0,14.8,,,
2010-04-20,30.8,23.0,37.0,,,339.0,14.5,,,
2010-04-21,29.5,26.0,34.0,,,327.0,35.7,,,
2010-04-22,23.7,20.0,28.4,,,330.0,36.9,,,
2010-04-23,22.8,18.3,26.5,,,327.0,24.7,,,
2010-04-24,24.2,18.0,29.7,,,327.0,17.4,,,
2010-04-25,25.3,18.8,31.0,,,332.0,17.9,,,
2010-04-26,28.1,12.3,34.1,,,326.0,26.5,,,
2010-04-27,27.4,19.7,34.0,,,,9.8,,,
2010-04-28,27.4,21.8,31.4,,,323.0,31.3,,,
2010-04-29,26.5,22.0,30.4,,,325.0,27.9,,,
2010-04-30,25.9,22.4,30.4,,,323.0,26.4,,,
2010-05-01,24.5,21.4,29.5,,,301.0,20.9,,,
2010-05-02,23.8,18.3,28.0,,,325.0,21.3,,,
2010-05-03,24.9,19.8,30.0,,,330.0,16.2,,,
2010-05-04,26.2,19.4,32.1,,,330.0,18.9,,,
2010-05-05,26.8,19.6,33.4,,,330.0,16.6,,,
2010-05-06,27.7,20.0,34.0,,,335.0,16.8,,,
2010-05-07,28.6,20.0,35.2,,,,10.7,,,
2010-05-08,31.8,23.1,39.4,,,,8.9,,,
2010-05-09,31.9,25.1,38.4,,,70.0,11.4,,,
2010-05-10,31.9,27.2,36.5,,,84.0,11.6,,,
2010-05-11,28.3,24.6,32.0,,,340.0,29.7,,,
2010-05-12,28.3,22.6,32.4,,,322.0,21.8,,,
2010-05-13,28.8,23.4,33.4,,,327.0,23.5,,,
2010-05-14,30.5,25.5,35.6,,,324.0,19.7,,,
2010-05-15,32.7,27.0,39.0,,,328.0,15.3,,,
2010-05-16,34.2,26.3,40.4,,,345.0,13.7,,,
2010-05-17,32.6,29.4,37.2,,,339.0,21.5,,,
2010-05-18,30.5,26.2,34.3,,,334.0,38.8,,,
2010-05-19,27.9,22.5,33.4,,,314.0,46.5,,,
2010-05-20,26.5,21.8,30.5,,,330.0,38.5,,,
2010-05-21,27.3,22.3,33.0,,,329.0,29.4,,,
2010-05-22,31.4,21.8,39.2,,,334.0,17.8,,,
2010-05-23,27.3,23.4,32.0,,,329.0,44.9,,,
2010-05-24,26.6,23.0,30.4,,,333.0,36.3,,,
2010-05-25,27.3,22.4,33.0,,,327.0,32.0,,,
2010-05-26,30.4,22.8,35.7,,,333.0,20.0,,,
2010-05-27,32.2,26.8,37.4,,,339.0,26.1,,,
2010-05-28,29.2,25.0,34.0,,,335.0,35.7,,,
2010-05-29,29.4,24.4,33.6,,,326.0,26.9,,,
2010-05-30,30.3,24.8,35.0,,,324.0,20.8,,,
2010-05-31,30.8,24.4,36.2,,,343.0,15.4,,,
2010-06-01,32.2,24.2,39.4,,,353.0,10.8,,,
2010-06-02,33.3,27.4,37.4,,,336.0,26.2,,,
2010-06-03,31.8,27.4,35.8,,,336.0,31.3,,,
2010-06-04,31.0,26.0,34.6,,,334.0,23.8,,,
2010-06-05,29.7,25.5,33.4,,,333.0,31.7,,,
2010-06-06,32.0,25.5,37.0,,,333.0,17.8,,,
2010-06-07,34.3,28.6,40.3,,,45.0,10.5,,,
2010-06-08,30.9,27.0,35.0,,,338.0,37.9,,,
2010-06-09,29.8,24.8,35.0,,,325.0,34.6,,,
2010-06-10,31.1,25.2,36.4,,,337.0,26.8,,,
2010-06-11,31.8,27.0,36.4,,,,10.8,,,
2010-06-12,30.2,25.6,35.2,,,,,,,
2010-06-13,31.9,26.6,36.2,,,330.0,15.3,,,
2010-06-14,32.2,27.7,37.0,,,325.0,21.3,,,
2010-06-15,31.8,28.0,36.2,,,324.0,29.9,,,
2010-06-16,31.7,27.5,35.4,,,324.0,24.1,,,
2010-06-17,33.3,28.9,37.0,,,331.0,20.0,,,
2010-06-18,34.7,30.0,40.0,,,330.0,19.7,,,
2010-06-19,34.9,28.4,40.0,,,314.0,17.5,,,
2010-06-20,33.6,28.8,38.4,,,61.0,11.6,,,
2010-06-21,36.6,28.3,43.5,,,345.0,12.2,,,
2010-06-22,37.6,30.4,43.4,,,334.0,26.1,,,
2010-06-23,35.0,31.6,39.4,,,327.0,18.7,,,
2010-06-24,34.1,29.2,38.8,,,,27.8,,,
2010-06-25,30.7,26.4,34.4,,,323.0,32.7,,,
2010-06-26,30.0,25.8,34.0,,,338.0,27.3,,,
2010-06-27,30.6,25.4,35.4,,,325.0,29.0,,,
2010-06-28,32.4,26.2,37.7,,,321.0,20.9,,,
2010-06-29,35.4,27.3,41.9,,,4.0,11.1,,,
2010-06-30,32.9,28.3,37.2,,,327.0,33.0,,,
2010-07-01,31.4,26.3,37.2,,,327.0,33.4,,,
2010-07-02,30.5,25.8,34.2,,,325.0,33.4,,,
2010-07-03,30.5,25.6,35.5,,,329.0,27.8,,,
2010-07-04,31.8,27.4,35.7,,,336.0,19.5,,,
2010-07-05,31.8,27.5,36.0,,,,16.2,,,
2010-07-06,32.2,28.0,36.4,,,,17.5,,,
2010-07-07,33.3,28.9,37.2,,,334.0,24.6,,,
2010-07-08,33.2,29.0,38.2,,,327.0,31.3,,,
2010-07-09,32.3,27.4,36.4,,,327.0,34.1,,,
2010-07-10,32.2,28.0,36.4,,,327.0,37.0,,,
2010-07-11,32.1,26.8,35.6,,,332.0,38.5,,,
2010-07-12,31.7,28.0,35.0,,,340.0,31.6,,,
2010-07-13,33.8,29.2,38.0,,,341.0,33.1,,,
2010-07-14,33.6,29.3,37.2,,,335.0,33.5,,,
2010-07-15,33.2,28.1,37.4,,,332.0,29.5,,,
2010-07-16,32.3,29.0,36.0,,,357.0,13.6,,,
2010-07-17,35.4,30.8,40.6,,,332.0,18.2,,,
2010-07-18,35.8,30.8,40.4,,,329.0,21.3,,,
2010-07-19,34.4,29.0,39.2,,,325.0,30.5,,,
2010-07-20,34.6,29.7,40.2,,,326.0,31.1,,,
2010-07-21,33.8,28.8,39.4,,,327.0,37.8,,,
2010-07-22,32.0,27.0,36.0,,,323.0,32.3,,,
2010-07-23,31.9,27.8,35.8,,,329.0,22.0,,,
2010-07-24,33.6,28.6,38.0,,,314.0,16.8,,,
2010-07-25,33.5,28.2,38.4,,,,10.2,,,
2010-07-26,33.4,30.0,37.4,,,28.0,13.0,,,
2010-07-27,35.9,31.0,40.8,,,339.0,20.0,,,
2010-07-28,34.6,30.0,39.2,,,326.0,37.2,,,
2010-07-29,31.0,26.0,34.3,,,334.0,28.5,,,
2010-07-30,31.6,28.0,37.2,,,354.0,17.8,,,
2010-07-31,31.8,28.2,36.8,,,12.0,15.4,,,
2010-08-01,35.1,29.6,39.3,,,332.0,22.8,,,
2010-08-02,35.2,31.6,38.2,,,337.0,30.7,,,
2010-08-03,35.0,30.6,39.2,,,339.0,29.0,,,
2010-08-04,35.6,29.6,40.4,,,323.0,21.8,,,
2010-08-05,34.1,30.0,38.8,,,38.0,15.0,,,
2010-08-06,34.4,29.4,39.0,,,102.0,9.7,,,
2010-08-07,36.7,30.2,44.0,,,336.0,25.1,,,
2010-08-08,35.0,30.4,39.0,,,337.0,33.2,,,
2010-08-09,33.3,29.0,37.0,,,333.0,30.8,,,
2010-08-10,33.1,28.8,37.7,,,328.0,30.1,,,
2010-08-11,33.1,27.7,37.7,,,336.0,19.0,,,
2010-08-12,33.6,28.3,38.0,,,335.0,22.7,,,
2010-08-13,33.7,28.6,38.4,,,326.0,28.9,,,
2010-08-14,33.6,29.0,37.4,,,331.0,29.5,,,
2010-08-15,34.0,29.2,37.5,,,334.0,27.4,,,
2010-08-16,35.3,30.0,38.4,,,,,,,
2010-08-17,34.8,29.5,39.0,,,334.0,22.1,,,
2010-08-18,34.8,30.6,39.6,,,343.0,20.3,,,
2010-08-19,34.3,,40.4,,,,,,,
2010-08-20,36.1,31.0,41.0,,,331.0,28.1,,,
2010-08-21,37.0,31.4,42.2,,,327.0,37.4,,,
2010-08-22,35.4,30.0,40.0,,,321.0,34.6,,,
2010-08-23,34.5,29.6,38.4,,,327.0,26.3,,,
2010-08-24,34.6,29.4,38.8,,,333.0,24.8,,,
2010-08-25,34.1,28.9,40.0,,,334.0,25.2,,,
2010-08-26,32.4,29.0,36.4,,,330.0,25.3,,,
2010-08-27,32.4,27.4,37.8,,,345.0,17.9,,,
2010-08-28,33.4,27.8,38.4,,,326.0,20.1,,,
2010-08-29,34.8,30.0,39.2,,,330.0,25.8,,,
2010-08-30,34.2,29.0,39.4,,,325.0,31.3,,,
2010-08-31,33.2,26.6,38.0,,,318.0,32.0,,,
2010-09-01,34.4,27.4,40.0,,,324.0,36.0,,,
2010-09-02,33.4,28.6,37.6,,,326.0,32.1,,,
2010-09-03,31.5,27.4,35.4,,,330.0,29.5,,,
2010-09-04,31.6,27.0,36.0,,,331.0,28.1,,,
2010-09-05,31.4,26.8,35.8,,,337.0,31.3,,,
2010-09-06,32.1,25.8,37.0,,,331.0,29.3,,,
2010-09-07,33.8,28.4,38.3,,,327.0,29.5,,,
2010-09-08,33.7,,37.8,,,,,,,
2010-09-09,32.3,27.3,36.7,,,,,,,
2010-09-10,31.5,26.4,,,,,,,,
2010-09-11,31.7,26.0,35.2,,,,,,,
2010-09-12,32.3,26.6,37.5,,,327.0,33.0,,,
2010-09-13,32.1,27.0,36.5,,,327.0,33.2,,,
2010-09-14,30.1,26.0,34.0,,,323.0,34.5,,,
2010-09-15,29.4,25.0,33.6,,,323.0,34.3,,,
2010-09-16,29.3,24.8,33.0,,,328.0,33.3,,,
2010-09-17,29.2,24.7,33.8,,,323.0,29.4,,,
2010-09-18,28.9,24.8,33.4,,,322.0,31.9,,,
2010-09-19,28.6,25.0,33.1,,,325.0,19.3,,,
2010-09-20,29.9,24.8,35.4,,,,13.2,,,
2010-09-21,31.1,25.4,35.7,,,333.0,15.9,,,
2010-09-22,31.1,27.3,34.6,0.0,,327.0,22.3,,,
2010-09-23,31.4,26.0,36.2,,,329.0,22.1,,,
2010-09-24,31.3,26.9,35.6,,,330.0,21.6,,,
2010-09-25,32.1,27.8,36.7,,,334.0,28.1,,,
2010-09-26,31.6,27.0,36.2,,,341.0,18.1,,,
2010-09-27,32.7,26.9,37.4,,,327.0,19.6,,,
2010-09-28,32.7,27.9,38.3,,,335.0,21.7,,,
2010-09-29,32.0,27.8,37.4,,,338.0,20.7,,,
2010-09-30,32.7,27.0,39.0,,,331.0,12.0,,,
2010-10-01,31.8,27.0,37.8,,,,13.6,,,
2010-10-02,31.9,25.4,39.6,,,351.0,8.6,,,
2010-10-03,31.2,25.4,37.0,,,,12.2,,,
2010-10-04,31.4,26.8,37.1,,,330.0,21.8,,,
2010-10-05,30.3,26.0,34.0,,,329.0,25.5,,,
2010-10-06,29.8,24.8,34.0,,,,,,,
2010-10-07,28.1,23.8,33.0,,,319.0,26.8,,,
2010-10-08,27.8,23.0,32.6,,,314.0,24.5,,,
2010-10-09,28.5,23.6,33.7,,,332.0,16.2,,,
2010-10-10,27.9,21.3,32.9,,,134.0,12.3,,,
2010-10-11,28.5,24.8,32.7,,,331.0,26.0,,,
2010-10-12,28.1,24.0,33.0,,,321.0,22.7,,,
2010-10-13,29.1,23.4,34.0,,,324.0,15.5,,,
2010-10-14,30.2,24.0,37.4,,,,9.8,,,
2010-10-15,29.4,23.0,37.2,,,,8.5,,,
2010-10-16,29.2,23.4,35.7,,,,8.4,,,
2010-10-17,30.2,24.2,36.0,,,326.0,14.4,,,
2010-10-18,29.9,24.0,36.4,,,337.0,16.5,,,
2010-10-19,30.6,23.8,39.0,,,262.0,7.1,,,
2010-10-20,29.8,23.2,36.8,,,176.0,9.6,,,
2010-10-21,29.4,25.4,34.2,,,,,,,
2010-10-22,29.2,24.1,34.1,,,331.0,25.2,,,
2010-10-23,27.8,23.3,32.6,,,333.0,31.9,,,
2010-10-24,26.8,22.2,32.0,,,330.0,31.4,,,
2010-10-25,26.1,21.0,32.0,,,326.0,28.7,,,
2010-10-26,25.9,21.0,30.4,,,329.0,23.4,,,
2010-10-27,26.3,21.0,32.8,,,317.0,16.2,,,
2010-10-28,27.1,20.0,35.0,,,239.0,7.6,,,
2010-10-29,26.3,22.0,31.8,,,324.0,29.9,,,
2010-10-30,24.7,20.3,29.4,,,313.0,30.9,,,
2010-10-31,23.9,18.8,28.0,,,315.0,27.1,,,
2010-11-01,24.0,19.8,28.6,,,316.0,29.1,,,
2010-11-02,24.6,20.2,29.0,,,312.0,21.4,,,
2010-11-03,25.0,20.7,30.2,,,315.0,18.0,,,
2010-11-04,25.8,20.6,31.3,,,,,,,
2010-11-05,27.2,21.6,33.0,,,318.0,13.3,,,
2010-11-06,26.9,21.5,32.0,,,329.0,17.1,,,
2010-11-07,25.3,21.0,29.7,,,318.0,25.8,,,
2010-11-08,24.4,19.7,29.4,,,326.0,21.9,,,
2010-11-09,24.5,19.7,30.0,,,,14.2,,,
2010-11-10,25.3,20.0,30.4,,,317.0,20.5,,,
2010-11-11,25.8,21.0,31.0,,,327.0,18.9,,,
2010-11-12,25.2,20.6,33.3,,,329.0,14.4,,,
2010-11-13,24.9,19.9,31.4,,,,9.4,,,
2010-11-14,25.8,17.8,32.8,,,,9.4,,,
2010-11-15,26.1,22.5,30.0,,,330.0,21.2,,,
2010-11-16,25.6,21.8,30.0,,,330.0,27.0,,,
2010-11-17,24.4,20.2,29.2,,,326.0,22.4,,,
2010-11-18,24.8,20.0,30.0,,,324.0,19.7,,,
2010-11-19,25.1,20.7,30.1,,,322.0,22.2,,,
2010-11-20,23.6,19.4,30.2,,,,,,,
2010-11-21,23.4,18.5,29.0,,,318.0,29.4,,,
2010-11-22,22.6,17.8,28.2,,,320.0,28.2,,,
2010-11-23,22.6,16.5,27.8,,,,,,,
2010-11-24,22.6,17.5,,,,,,,,
2010-11-25,23.4,17.0,29.6,,,321.0,18.2,,,
2010-11-26,23.9,17.8,30.8,,,319.0,18.9,,,
2010-11-27,24.9,18.0,31.4,,,325.0,20.1,,,
2010-11-28,24.6,19.6,30.4,,,323.0,14.9,,,
2010-11-29,23.6,18.8,30.0,,,318.0,11.4,,,
2010-11-30,22.6,15.8,29.5,,,310.0,9.4,,,
2010-12-01,22.4,16.0,30.0,,,325.0,13.8,,,
2010-12-02,21.6,17.0,28.2,,,315.0,15.3,,,
2010-12-03,21.1,15.9,28.6,,,319.0,13.4,,,
2010-12-04,20.7,13.6,28.2,,,293.0,9.3,,,
2010-12-05,22.8,16.6,29.0,,,316.0,19.1,,,
2010-12-06,20.8,16.8,26.7,,,308.0,32.5,,,
2010-12-07,19.3,15.4,24.7,,,302.0,30.3,,,
2010-12-08,20.0,15.9,25.0,,,311.0,26.0,,,
2010-12-09,20.5,16.4,25.4,,,317.0,27.5,,,
2010-12-10,20.7,17.0,26.2,,,325.0,22.9,,,
2010-12-11,21.6,13.9,28.0,,,,11.8,,,
2010-12-12,16.2,13.6,19.0,,,299.0,37.3,,,
2010-12-13,14.0,11.0,19.0,,,296.0,18.3,,,
2010-12-14,15.0,8.0,21.9,,,259.0,11.3,,,
2010-12-15,15.7,8.0,24.1,,,285.0,8.7,,,
2010-12-16,17.3,10.3,25.2,,,,5.6,,,
2010-12-17,18.8,10.3,27.2,,,,8.6,,,
2010-12-18,18.4,14.5,23.2,,,314.0,29.5,,,
2010-12-19,16.7,11.7,22.6,,,304.0,32.9,,,
2010-12-20,18.2,13.0,24.0,,,314.0,31.4,,,
2010-12-21,19.0,13.8,24.6,,,315.0,27.1,,,
2010-12-22,20.3,14.6,26.0,,,324.0,24.2,,,
2010-12-23,19.8,13.8,25.4,,,313.0,26.6,,,
2010-12-24,19.7,15.0,26.0,,,310.0,25.1,,,
2010-12-25,19.3,14.0,26.0,,,,14.8,,,
2010-12-26,17.3,,25.4,,,,,,,
2010-12-27,18.3,10.8,26.0,,,,5.7,,,
2010-12-28,20.7,13.8,27.0,,,,6.5,,,
2010-12-29,20.4,17.0,26.0,7.1,,330.0,20.7,,,
2010-12-30,18.1,14.6,23.2,66.0,,291.0,26.8,,,
2010-12-31,17.6,15.0,22.1,0.0,,306.0,25.4,,,
2011-01-01,16.2,11.5,22.0,,,292.0,20.9,,,
2011-01-02,17.2,12.7,22.0,,,309.0,19.8,,,
2011-01-03,17.5,13.3,22.5,,,,13.6,,,
2011-01-04,17.0,12.0,22.0,,,306.0,21.8,,,
2011-01-05,16.9,12.2,22.0,,,304.0,25.5,,,
2011-01-06,17.7,13.8,22.6,,,304.0,26.6,,,
2011-01-07,17.4,13.4,22.8,,,307.0,30.2,,,
2011-01-08,16.2,12.6,20.0,,,319.0,32.7,,,
2011-01-09,15.8,11.9,20.4,,,311.0,23.1,,,
2011-01-10,16.3,12.8,21.1,,,315.0,21.7,,,
2011-01-11,17.7,14.0,22.1,,,313.0,20.0,,,
2011-01-12,17.3,13.0,21.7,,,304.0,15.8,,,
2011-01-13,17.9,12.0,23.6,,,312.0,12.0,,,
2011-01-14,17.6,12.0,23.0,,,302.0,21.3,,,
2011-01-15,17.1,10.8,22.0,,,298.0,21.0,,,
2011-01-16,16.6,13.8,21.4,,,304.0,18.8,,,
2011-01-17,16.8,10.4,22.3,,,241.0,12.3,,,
2011-01-18,15.8,10.9,20.2,,,311.0,26.0,,,
2011-01-19,17.1,13.6,21.2,,,311.0,20.6,,,
2011-01-20,17.1,13.8,21.5,,,321.0,15.7,,,
2011-01-21,17.0,13.0,21.8,,,315.0,14.4,,,
2011-01-22,17.8,13.0,23.0,,,323.0,18.0,,,
2011-01-23,17.8,13.0,23.1,,,326.0,19.5,,,
2011-01-24,17.6,12.4,23.2,,,324.0,21.5,,,
2011-01-25,16.8,11.1,22.0,,,320.0,18.0,,,
2011-01-26,17.0,10.0,23.3,,,307.0,18.9,,,
2011-01-27,17.5,10.1,25.1,,,,6.3,,,
2011-01-28,18.4,13.2,23.6,,,335.0,12.9,,,
2011-01-29,20.6,13.7,25.5,,,214.0,11.0,,,
2011-01-30,19.6,16.0,23.0,,,331.0,25.1,,,
2011-01-31,17.7,12.7,22.3,,,322.0,20.6,,,
2011-02-01,19.3,11.0,23.6,,,204.0,12.3,,,
2011-02-02,18.1,13.8,22.6,,,327.0,26.7,,,
2011-02-03,18.4,11.0,22.8,,,183.0,10.3,,,
2011-02-04,20.5,14.4,25.0,,,,7.7,,,
2011-02-05,20.9,16.0,25.2,,,333.0,23.4,,,
2011-02-06,20.1,17.6,24.4,,,335.0,17.1,,,
2011-02-07,20.4,14.6,26.4,,,331.0,17.6,,,
2011-02-08,18.2,15.0,22.9,,,323.0,31.9,,,
2011-02-09,17.6,13.6,22.4,,,315.0,29.3,,,
2011-02-10,17.8,14.0,22.6,,,307.0,28.4,,,
2011-02-11,17.1,12.0,22.2,,,321.0,28.9,,,
2011-02-12,17.0,12.7,21.9,,,315.0,22.6,,,
2011-02-13,17.3,13.0,22.0,,,318.0,29.5,,,
2011-02-14,17.0,13.0,22.2,,,309.0,23.8,,,
2011-02-15,18.5,10.8,25.0,,,,6.5,,,
2011-02-16,20.6,16.0,25.3,,,,24.5,,,
2011-02-17,18.6,15.0,23.3,,,327.0,14.8,,,
2011-02-18,19.2,12.4,25.0,,,,10.6,,,
2011-02-19,19.3,11.8,26.4,,,,,,,
2011-02-20,20.6,16.4,25.4,,,,,,,
2011-02-21,19.3,14.0,23.2,,,324.0,13.0,,,
2011-02-22,19.1,13.0,24.8,,,,11.2,,,
2011-02-23,19.8,12.5,26.2,,,,9.9,,,
2011-02-24,20.8,15.5,25.4,,,139.0,11.1,,,
2011-02-25,21.3,15.8,27.5,,,343.0,25.2,,,
2011-02-26,17.8,12.9,22.2,,,327.0,27.7,,,
2011-02-27,18.4,13.0,23.4,,,328.0,19.1,,,
2011-02-28,19.1,12.8,24.0,,,328.0,22.1,,,
2011-03-01,19.1,15.6,23.0,,,324.0,20.3,,,
2011-03-02,19.6,14.2,25.0,,,338.0,19.2,,,
2011-03-03,20.1,14.6,25.6,,,333.0,20.7,,,
2011-03-04,21.4,14.8,26.7,,,335.0,18.4,,,
2011-03-05,22.7,15.8,28.0,,,342.0,20.5,,,
2011-03-06,23.1,15.6,30.0,,,345.0,9.1,,,
2011-03-07,21.2,15.6,25.6,,,,24.5,,,
2011-03-08,19.7,15.2,23.6,,,340.0,15.7,,,
2011-03-09,20.7,15.6,26.1,,,305.0,25.3,,,
2011-03-10,16.3,13.0,20.6,,,337.0,30.0,,,
2011-03-11,15.8,10.7,19.7,,,325.0,25.3,,,
2011-03-12,16.8,11.8,21.5,,,325.0,35.4,,,
2011-03-13,18.0,12.6,23.0,,,325.0,22.5,,,
2011-03-14,18.6,13.4,23.0,,,313.0,20.5,,,
2011-03-15,19.6,13.6,26.0,,,336.0,12.2,,,
2011-03-16,20.0,14.4,26.0,,,333.0,13.2,,,
2011-03-17,21.3,14.8,28.0,,,,11.1,,,
2011-03-18,21.5,13.0,28.2,,,,13.3,,,
2011-03-19,23.7,17.2,30.2,,,,9.5,,,
2011-03-20,23.7,16.7,29.7,,,,9.0,,,
2011-03-21,25.0,20.4,30.0,,,,16.0,,,
