date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2013-12-22,17.6,12.8,26.0,,,319.0,19.6,,,
2013-12-23,16.7,12.3,24.5,,,323.0,15.3,,,
2013-12-24,18.4,11.8,26.6,,,13.0,13.2,,,
2013-12-25,18.7,11.4,28.6,,,,5.1,,,
2013-12-26,19.4,14.2,27.6,,,,8.4,,,
2013-12-27,19.1,14.4,28.6,,,,10.3,,,
2013-12-28,20.2,14.0,29.4,,,,3.4,,,
2013-12-29,17.6,14.0,22.2,,,325.0,26.0,,,
2013-12-30,17.5,13.0,24.1,,,324.0,16.8,,,
2013-12-31,17.0,12.0,24.0,,,326.0,16.3,,,
2014-01-01,17.4,14.0,23.0,,,322.0,14.7,,,
2014-01-02,16.2,,,,,,,,,
2014-01-03,16.2,,,,,,,,,
2014-01-04,17.2,14.0,23.0,,,323.0,22.6,,,
2014-01-05,17.2,14.0,22.0,,,329.0,28.0,,,
2014-01-06,17.2,13.0,25.0,,,,12.1,,,
2014-01-07,16.6,13.0,26.0,,,,7.8,,,
2014-01-08,17.7,9.0,27.2,,,,5.7,,,
2014-01-09,17.1,11.4,24.0,,,,13.2,,,
2014-01-10,15.3,10.3,20.7,,,323.0,22.9,,,
2014-01-11,16.5,12.0,23.6,,,321.0,19.6,,,
2014-01-12,17.4,12.0,25.0,,,316.0,13.7,,,
2014-01-13,16.8,12.0,25.0,,,,11.5,,,
2014-01-14,17.5,11.3,27.3,,,,7.5,,,
2014-01-15,17.4,12.0,26.0,,,326.0,14.6,,,
2014-01-16,18.1,8.5,28.0,,,,4.7,,,
2014-01-17,18.9,12.6,26.6,,,327.0,19.6,,,
2014-01-18,18.1,13.0,25.2,,,323.0,18.7,,,
2014-01-19,18.2,12.0,27.0,,,,9.4,,,
2014-01-20,19.2,,26.9,,,,,,,
2014-01-21,17.6,9.6,29.0,,,,6.4,,,
2014-01-22,18.9,11.0,28.6,,,320.0,10.6,,,
2014-01-23,19.3,14.0,25.4,,,331.0,20.7,,,
2014-01-24,19.0,14.2,,,,,,,,
2014-01-25,18.6,11.0,29.8,,,,8.8,,,
2014-01-26,20.0,11.0,28.7,,,,7.9,,,
2014-01-27,20.6,15.7,27.1,,,334.0,18.5,,,
2014-01-28,17.4,13.0,24.4,,,324.0,22.2,,,
2014-01-29,18.2,11.5,26.3,,,319.0,14.3,,,
2014-01-30,19.3,14.0,26.4,,,323.0,24.3,,,
2014-01-31,18.8,10.5,28.1,,,331.0,15.6,,,
2014-02-01,18.9,12.4,26.6,,,328.0,21.6,,,
2014-02-02,19.9,10.5,30.5,,,,5.6,,,
2014-02-03,19.4,15.0,27.7,,,329.0,32.2,,,
2014-02-04,18.6,13.4,24.5,,,326.0,23.7,,,
2014-02-05,17.8,13.7,23.7,,,326.0,24.8,,,
2014-02-06,16.9,11.0,23.4,,,324.0,24.5,,,
2014-02-07,17.7,12.0,24.4,,,325.0,16.3,,,
2014-02-08,17.1,12.2,23.0,,,327.0,24.2,,,
2014-02-09,17.6,11.7,26.6,,,,9.8,,,
2014-02-10,18.4,11.9,26.2,,,334.0,17.3,,,
2014-02-11,18.6,11.3,26.4,,,334.0,16.8,,,
2014-02-12,18.4,9.8,29.6,,,,,,,
2014-02-13,20.1,11.0,28.6,,,,5.7,,,
2014-02-14,20.3,14.0,27.4,,,307.0,22.4,,,
2014-02-15,18.7,13.0,25.0,,,303.0,18.8,,,
2014-02-16,18.0,14.4,22.4,,,323.0,33.4,,,
2014-02-17,18.1,13.6,24.8,,,,17.3,,,
2014-02-18,19.1,13.8,27.2,,,331.0,14.6,,,
2014-02-19,19.4,13.6,28.5,,,327.0,13.9,,,
2014-02-20,20.7,11.8,30.6,,,,6.3,,,
2014-02-21,21.4,13.0,33.0,,,,5.2,,,
2014-02-22,23.3,14.7,33.7,,,,6.4,,,
2014-02-23,21.2,16.0,27.0,,,341.0,25.4,,,
2014-02-24,20.1,14.5,26.0,,,324.0,25.1,,,
2014-02-25,19.4,15.5,24.0,,,328.0,33.2,,,
2014-02-26,19.1,14.2,25.6,,,332.0,23.7,,,
2014-02-27,19.2,13.6,25.6,,,331.0,28.4,,,
2014-02-28,18.2,12.7,25.2,,,338.0,19.5,,,
2014-03-01,21.3,11.7,31.0,,,,6.7,,,
2014-03-02,23.2,19.3,27.3,,,,7.2,,,
2014-03-03,22.8,20.0,30.0,,,,8.2,,,
2014-03-04,23.4,16.6,31.6,102.1,,350.0,11.3,,,
2014-03-05,22.3,15.2,31.7,0.0,,,5.5,,,
2014-03-06,22.9,14.9,31.3,,,,4.2,,,
2014-03-07,24.4,15.7,33.5,,,,9.6,,,
2014-03-08,27.0,21.7,34.2,,,155.0,15.9,,,
2014-03-09,20.7,,,,,,,,,
2014-03-10,19.9,15.2,23.7,,,,,,,
2014-03-11,20.0,13.4,26.3,,,322.0,24.8,,,
2014-03-12,19.8,14.0,24.2,,,322.0,23.3,,,
2014-03-13,19.1,,22.8,,,,,,,
2014-03-14,17.4,14.0,21.0,,,322.0,27.2,,,
2014-03-15,17.4,12.0,24.0,,,,11.3,,,
2014-03-16,19.4,11.4,25.6,,,,7.5,,,
2014-03-17,21.9,15.6,29.0,,,,7.9,,,
2014-03-18,22.7,18.6,28.6,,,336.0,26.0,,,
2014-03-19,21.9,17.8,27.2,,,328.0,27.0,,,
2014-03-20,22.8,17.0,28.8,,,332.0,24.9,,,
2014-03-21,23.1,17.4,29.0,,,338.0,23.3,,,
2014-03-22,23.3,17.8,30.8,,,337.0,20.6,,,
2014-03-23,22.9,17.0,30.1,,,337.0,18.0,,,
2014-03-24,22.7,17.4,28.0,,,329.0,25.6,,,
2014-03-25,22.9,14.0,28.0,,,330.0,27.6,,,
2014-03-26,23.9,18.3,32.4,,,333.0,19.9,,,
2014-03-27,24.2,17.8,32.0,,,335.0,17.2,,,
2014-03-28,24.6,17.5,33.4,,,,10.7,,,
2014-03-29,26.4,17.8,37.8,,,,9.0,,,
2014-03-30,23.5,19.0,28.0,,,,,,,
2014-03-31,22.7,17.2,29.4,,,18.0,11.6,,,
2014-04-01,23.8,18.0,31.2,,,351.0,12.7,,,
2014-04-02,21.5,17.0,27.6,,,345.0,30.6,,,
2014-04-03,21.8,16.6,27.0,,,336.0,25.5,,,
2014-04-04,22.4,18.0,28.0,,,331.0,20.0,,,
2014-04-05,23.5,16.4,33.0,,,,11.6,,,
2014-04-06,25.4,16.4,35.4,,,,8.1,,,
2014-04-07,26.1,19.4,33.2,,,,8.5,,,
2014-04-08,26.3,20.0,32.0,,,332.0,20.4,,,
2014-04-09,25.8,20.6,32.2,,,,21.0,,,
2014-04-10,23.7,19.0,29.0,,,341.0,29.9,,,
2014-04-11,24.1,17.0,31.0,,,342.0,17.1,,,
2014-04-12,24.2,21.0,30.2,,,345.0,15.7,,,
2014-04-13,24.3,18.6,30.4,,,,18.3,,,
2014-04-14,24.0,18.0,31.1,,,,11.1,,,
2014-04-15,24.7,17.6,32.6,,,,9.6,,,
2014-04-16,27.3,20.4,36.8,,,,10.5,,,
2014-04-17,27.7,22.4,35.2,,,,14.5,,,
2014-04-18,26.7,20.2,33.2,,,,13.9,,,
2014-04-19,29.3,19.4,36.2,,,,9.8,,,
2014-04-20,29.6,27.0,35.6,,,3.0,21.6,,,
2014-04-21,26.4,22.0,31.0,,,341.0,35.9,,,
2014-04-22,26.4,19.4,32.0,,,346.0,21.6,,,
2014-04-23,27.9,21.4,34.0,,,,14.7,,,
2014-04-24,28.7,23.4,38.0,,,,11.6,,,
2014-04-25,27.8,23.0,35.0,,,,7.7,,,
2014-04-26,27.1,23.4,32.7,,,,23.8,,,
2014-04-27,27.5,20.2,34.9,,,342.0,17.5,,,
2014-04-28,30.7,23.4,39.0,,,,15.8,,,
2014-04-29,29.6,22.2,38.4,,,,13.1,,,
2014-04-30,29.6,24.0,36.0,,,342.0,19.8,,,
2014-05-01,31.2,,38.2,,,,,,,
2014-05-02,28.6,22.4,33.4,,,,22.9,,,
2014-05-03,30.5,22.2,39.0,,,,7.5,,,
2014-05-04,31.1,23.0,39.2,,,,5.1,,,
2014-05-05,31.2,23.2,39.4,,,,5.7,,,
2014-05-06,32.7,28.8,39.6,,,344.0,21.1,,,
2014-05-07,26.5,22.3,32.0,,,348.0,27.0,,,
2014-05-08,24.8,20.6,30.2,6.1,,346.0,22.5,,,
2014-05-09,25.3,19.8,30.8,0.0,,,14.0,,,
2014-05-10,27.0,22.0,32.0,,,338.0,17.9,,,
2014-05-11,26.8,22.0,31.6,,,335.0,24.7,,,
2014-05-12,26.2,20.8,29.8,,,,,,,
2014-05-13,25.2,20.9,29.5,,,332.0,30.9,,,
2014-05-14,26.5,21.8,30.3,,,329.0,26.0,,,
2014-05-15,28.1,21.2,33.3,,,331.0,24.0,,,
2014-05-16,30.6,26.4,34.6,,,328.0,25.0,,,
2014-05-17,29.5,24.7,33.6,,,330.0,32.6,,,
2014-05-18,29.0,26.0,34.0,,,321.0,40.9,,,
2014-05-19,29.6,23.0,36.3,,,334.0,36.4,,,
2014-05-20,29.9,25.0,34.1,,,343.0,22.9,,,
2014-05-21,30.6,24.8,35.2,,,,12.8,,,
2014-05-22,29.3,25.5,33.0,,,341.0,25.3,,,
2014-05-23,28.6,23.7,,,,,,,,
2014-05-24,29.8,24.8,34.0,,,331.0,21.4,,,
2014-05-25,29.2,24.8,33.4,,,329.0,21.6,,,
2014-05-26,29.4,24.6,34.4,,,339.0,26.8,,,
2014-05-27,31.9,25.0,38.4,,,353.0,12.9,,,
2014-05-28,32.6,27.0,38.7,,,327.0,20.7,,,
2014-05-29,30.6,26.6,35.8,,,338.0,25.2,,,
2014-05-30,33.6,27.4,40.0,,,343.0,17.8,,,
2014-05-31,33.1,27.0,38.0,,,,22.5,,,
2014-06-01,29.7,25.4,34.0,,,323.0,42.1,,,
2014-06-02,30.2,23.3,36.6,,,316.0,33.2,,,
2014-06-03,30.8,24.6,38.2,,,342.0,19.8,,,
2014-06-04,32.0,25.0,37.8,,,68.0,9.8,,,
2014-06-05,32.2,28.6,36.4,,,334.0,33.4,,,
2014-06-06,29.0,25.0,34.4,,,328.0,35.4,,,
2014-06-07,28.2,23.8,32.6,,,326.0,31.1,,,
2014-06-08,29.9,24.0,33.2,,,325.0,24.0,,,
2014-06-09,30.1,25.4,34.0,,,328.0,25.1,,,
2014-06-10,30.8,25.0,35.8,,,325.0,29.2,,,
2014-06-11,31.4,26.8,36.4,,,335.0,17.1,,,
2014-06-12,31.2,25.0,34.6,,,345.0,16.9,,,
2014-06-13,30.2,25.8,34.0,,,330.0,24.9,,,
2014-06-14,31.8,26.6,35.4,,,331.0,22.0,,,
2014-06-15,32.4,25.8,38.4,,,331.0,28.0,,,
2014-06-16,33.1,25.6,39.0,,,,,,,
2014-06-17,33.9,27.0,37.6,,,,,,,
2014-06-18,31.9,27.8,35.4,,,332.0,30.0,,,
2014-06-19,34.1,28.0,39.0,,,339.0,32.6,,,
2014-06-20,35.7,28.4,44.5,,,,12.2,,,
2014-06-21,30.8,27.6,34.6,,,341.0,39.3,,,
2014-06-22,30.0,24.5,34.6,,,345.0,30.3,,,
2014-06-23,30.0,24.4,35.0,,,346.0,29.0,,,
2014-06-24,30.8,24.4,35.1,,,,,,,
2014-06-25,31.3,25.2,36.0,,,351.0,22.1,,,
2014-06-26,31.7,27.2,36.1,,,333.0,18.5,,,
2014-06-27,33.9,27.4,41.4,,,346.0,14.2,,,
2014-06-28,33.9,26.8,43.8,,,,10.5,,,
2014-06-29,34.9,28.0,44.0,,,,13.8,,,
2014-06-30,35.2,29.5,40.8,,,344.0,24.9,,,
2014-07-01,34.1,29.0,39.5,,,340.0,28.1,,,
2014-07-02,33.5,28.6,38.7,,,350.0,27.7,,,
2014-07-03,34.4,29.6,39.0,,,337.0,32.6,,,
2014-07-04,33.2,27.8,38.0,,,339.0,21.9,,,
2014-07-05,34.1,29.1,40.1,,,337.0,20.5,,,
2014-07-06,33.7,26.6,40.3,,,347.0,14.2,,,
2014-07-07,32.7,27.8,37.0,,,340.0,22.7,,,
2014-07-08,33.0,28.0,37.3,,,337.0,23.5,,,
2014-07-09,32.4,27.6,37.7,,,337.0,19.5,,,
2014-07-10,34.3,27.7,42.0,,,350.0,15.2,,,
2014-07-11,36.3,30.0,44.0,,,356.0,16.8,,,
2014-07-12,35.4,30.4,,,,,,,,
2014-07-13,36.3,31.4,42.4,,,,23.8,,,
2014-07-14,34.1,28.8,40.2,,,341.0,35.0,,,
2014-07-15,31.9,27.6,36.4,,,343.0,34.8,,,
2014-07-16,32.4,26.2,37.2,,,342.0,29.6,,,
2014-07-17,31.5,27.3,36.6,,,,,,,
2014-07-18,31.1,26.0,36.0,,,342.0,30.6,,,
2014-07-19,31.1,26.0,34.0,,,338.0,30.1,,,
2014-07-20,32.2,26.8,37.0,,,342.0,30.4,,,
2014-07-21,32.6,26.0,38.7,,,17.0,12.0,,,
2014-07-22,33.3,27.8,39.8,,,,10.7,,,
2014-07-23,33.7,28.3,41.3,,,351.0,12.3,,,
2014-07-24,34.4,28.3,42.0,,,,12.0,,,
2014-07-25,33.8,28.2,39.5,,,351.0,15.5,,,
2014-07-26,33.1,24.0,39.6,,,,11.6,,,
2014-07-27,34.2,28.4,41.0,,,,12.9,,,
2014-07-28,33.9,29.0,40.0,,,348.0,20.4,,,
2014-07-29,33.7,29.0,38.8,,,343.0,22.4,,,
2014-07-30,34.7,29.8,39.6,,,337.0,23.3,,,
2014-07-31,33.9,28.3,40.1,,,338.0,27.9,,,
2014-08-01,33.8,28.0,41.4,,,337.0,18.1,,,
2014-08-02,35.1,27.7,42.0,,,342.0,17.0,,,
2014-08-03,33.9,29.0,39.0,,,334.0,28.8,,,
2014-08-04,32.9,27.6,39.0,,,337.0,17.2,,,
2014-08-05,34.2,28.3,40.0,,,,11.5,,,
2014-08-06,34.7,27.6,40.6,,,255.0,10.4,,,
2014-08-07,33.7,28.3,38.8,,,,8.0,,,
2014-08-08,34.2,29.0,39.5,,,338.0,21.8,,,
2014-08-09,32.3,27.4,37.4,,,341.0,27.0,,,
2014-08-10,31.5,26.6,36.5,,,348.0,20.7,,,
2014-08-11,31.8,22.0,39.6,,,,13.0,,,
2014-08-12,34.4,28.4,40.2,,,,17.3,,,
2014-08-13,34.2,28.2,40.0,,,339.0,17.6,,,
2014-08-14,34.4,29.3,39.4,,,343.0,15.6,,,
2014-08-15,35.0,30.0,40.5,,,341.0,25.9,,,
2014-08-16,34.5,30.3,40.2,,,341.0,26.4,,,
2014-08-17,33.4,29.0,,,,,,,,
2014-08-18,33.2,,39.0,,,,,,,
2014-08-19,32.5,28.4,39.6,,,,9.5,,,
2014-08-20,33.9,28.0,39.6,,,350.0,21.8,,,
2014-08-21,33.9,29.2,38.4,,,341.0,27.7,,,
2014-08-22,32.5,27.7,36.3,,,341.0,28.0,,,
2014-08-23,33.9,28.5,39.0,,,340.0,24.1,,,
2014-08-24,34.8,29.8,40.4,,,338.0,21.3,,,
2014-08-25,34.4,29.4,40.0,,,348.0,17.3,,,
2014-08-26,34.6,30.0,41.3,,,342.0,25.5,,,
2014-08-27,34.0,30.7,39.6,,,334.0,28.7,,,
2014-08-28,33.5,27.2,39.4,,,333.0,23.0,,,
2014-08-29,33.8,28.3,40.0,,,331.0,26.5,,,
2014-08-30,33.1,27.8,39.0,,,336.0,25.9,,,
2014-08-31,33.1,28.4,39.6,,,334.0,27.9,,,
2014-09-01,32.6,28.0,37.4,,,342.0,33.0,,,
2014-09-02,32.2,27.7,37.0,,,344.0,29.8,,,
2014-09-03,31.8,27.0,37.0,,,339.0,25.8,,,
2014-09-04,34.3,28.0,40.4,,,337.0,23.6,,,
2014-09-05,35.2,30.6,40.4,,,331.0,27.8,,,
2014-09-06,31.6,27.0,36.1,,,342.0,24.7,,,
2014-09-07,31.6,26.0,36.6,,,335.0,18.3,,,
2014-09-08,31.5,26.6,37.0,,,343.0,19.7,,,
2014-09-09,31.4,26.8,36.4,,,335.0,24.9,,,
2014-09-10,31.4,26.8,36.3,,,336.0,21.9,,,
2014-09-11,31.2,27.0,36.7,,,338.0,19.4,,,
2014-09-12,31.2,25.0,37.0,,,340.0,21.5,,,
2014-09-13,30.4,25.6,35.0,,,334.0,27.8,,,
2014-09-14,29.9,24.0,35.2,,,336.0,26.8,,,
2014-09-15,30.4,25.4,36.0,,,341.0,21.5,,,
2014-09-16,31.8,25.8,40.4,,,340.0,11.5,,,
2014-09-17,32.9,24.6,40.3,,,,4.8,,,
2014-09-18,31.3,26.8,36.2,,,343.0,24.5,,,
2014-09-19,30.2,26.0,35.2,,,335.0,27.5,,,
2014-09-20,29.2,24.5,33.8,,,333.0,30.0,,,
2014-09-21,29.2,24.0,33.7,,,333.0,24.6,,,
2014-09-22,29.2,25.0,34.0,,,332.0,22.6,,,
2014-09-23,30.4,25.0,35.4,,,337.0,25.7,,,
2014-09-24,31.6,24.4,37.4,,,336.0,20.2,,,
2014-09-25,33.9,29.0,41.4,,,333.0,23.4,,,
2014-09-26,32.2,28.2,37.0,,,336.0,30.3,,,
2014-09-27,33.2,26.4,40.0,,,332.0,16.7,,,
2014-09-28,31.8,26.0,36.0,,,336.0,30.6,,,
2014-09-29,28.1,24.5,32.1,,,337.0,27.3,,,
2014-09-30,27.7,23.0,32.4,,,332.0,25.5,,,
2014-10-01,27.9,23.4,33.0,,,340.0,25.3,,,
2014-10-02,27.2,23.0,32.6,,,342.0,21.1,,,
2014-10-03,27.2,22.0,33.0,,,340.0,17.1,,,
2014-10-04,27.6,21.6,33.9,,,343.0,16.7,,,
2014-10-05,27.9,22.0,34.0,,,348.0,17.7,,,
2014-10-06,28.4,22.4,34.4,,,344.0,19.9,,,
2014-10-07,29.5,23.0,36.4,,,343.0,19.1,,,
2014-10-08,30.9,25.7,36.7,,,341.0,21.1,,,
2014-10-09,29.0,26.0,34.0,,,349.0,25.8,,,
2014-10-10,29.1,24.6,37.6,,,353.0,13.6,,,
2014-10-11,28.7,24.6,34.3,,,334.0,22.7,,,
2014-10-12,27.5,23.0,32.8,,,328.0,20.0,,,
2014-10-13,27.2,22.4,33.0,,,339.0,17.6,,,
2014-10-14,27.3,22.8,33.0,,,334.0,20.5,,,
2014-10-15,26.2,20.7,31.7,,,337.0,16.3,,,
2014-10-16,26.7,22.6,32.0,,,333.0,19.9,,,
2014-10-17,26.2,21.0,32.6,,,335.0,17.2,,,
2014-10-18,27.6,23.0,34.0,,,329.0,15.7,,,
2014-10-19,27.7,24.0,32.4,,,335.0,20.9,,,
2014-10-20,25.8,21.8,31.0,,,336.0,25.5,,,
2014-10-21,24.3,19.9,30.4,,,327.0,13.0,,,
2014-10-22,25.1,18.4,33.4,,,,7.4,,,
2014-10-23,25.7,20.0,32.0,,,330.0,16.3,,,
2014-10-24,26.8,20.0,33.6,,,325.0,18.8,,,
2014-10-25,27.3,20.2,33.6,,,326.0,13.9,,,
2014-10-26,28.6,23.0,35.4,,,329.0,15.7,,,
2014-10-27,27.1,21.4,35.6,,,,11.7,,,
2014-10-28,26.0,21.7,32.2,,,332.0,19.9,,,
2014-10-29,25.3,21.4,31.2,,,325.0,25.4,,,
2014-10-30,24.9,20.6,30.0,,,325.0,27.8,,,
2014-10-31,24.3,20.0,29.0,,,327.0,25.8,,,
2014-11-01,24.0,19.0,31.2,,,,,,,
2014-11-02,24.8,16.6,33.4,,,,6.7,,,
2014-11-03,24.6,19.4,30.0,,,334.0,21.3,,,
2014-11-04,23.3,18.6,28.2,,,324.0,24.8,,,
2014-11-05,23.2,19.0,29.4,,,331.0,20.2,,,
2014-11-06,23.7,19.0,29.7,,,325.0,18.0,,,
2014-11-07,23.3,19.0,32.0,,,,7.6,,,
2014-11-08,24.5,16.8,33.0,,,,2.7,,,
2014-11-09,25.0,18.0,34.5,,,,7.2,,,
2014-11-10,24.7,20.0,30.6,,,328.0,17.9,,,
2014-11-11,24.0,17.8,30.1,,,337.0,17.1,,,
2014-11-12,23.2,19.0,29.0,,,,,,,
2014-11-13,23.2,18.5,30.4,,,,13.9,,,
2014-11-14,23.7,17.2,32.6,,,319.0,7.5,,,
2014-11-15,24.2,19.8,30.6,,,329.0,13.8,,,
2014-11-16,22.8,18.0,28.6,,,332.0,16.9,,,
2014-11-17,22.3,17.8,27.9,,,326.0,18.0,,,
2014-11-18,22.8,18.6,29.7,,,328.0,13.9,,,
2014-11-19,23.0,18.6,30.2,,,332.0,14.7,,,
2014-11-20,23.4,19.0,29.5,,,336.0,16.7,,,
2014-11-21,22.5,18.0,28.5,,,322.0,18.8,,,
2014-11-22,21.3,16.8,27.0,,,326.0,22.5,,,
2014-11-23,20.3,16.6,25.5,,,323.0,25.3,,,
2014-11-24,19.4,16.0,24.8,,,324.0,23.4,,,
2014-11-25,19.1,13.5,25.4,,,318.0,17.6,,,
2014-11-26,19.4,12.5,26.4,,,,14.2,,,
2014-11-27,18.9,14.0,24.2,,,323.0,21.8,,,
2014-11-28,19.1,15.0,23.6,,,323.0,20.4,,,
2014-11-29,20.1,15.8,27.5,,,326.0,18.0,,,
2014-11-30,20.4,16.0,25.8,,,322.0,22.6,,,
2014-12-01,20.6,16.0,28.0,,,332.0,15.6,,,
2014-12-02,20.8,15.8,29.0,,,,9.8,,,
2014-12-03,21.7,13.7,30.6,,,,3.3,,,
2014-12-04,22.9,17.6,31.7,,,,2.8,,,
2014-12-05,23.3,18.0,31.6,,,,6.2,,,
2014-12-06,23.8,17.6,31.4,,,,6.8,,,
2014-12-07,23.0,18.3,29.2,,,339.0,12.8,,,
2014-12-08,23.3,17.0,31.0,,,,10.6,,,
2014-12-09,24.4,20.0,33.8,,,,12.3,,,
2014-12-10,19.7,14.7,25.8,,,318.0,15.2,,,
2014-12-11,21.4,15.0,30.8,,,,9.8,,,
2014-12-12,22.9,15.6,32.0,,,,6.8,,,
2014-12-13,19.7,16.0,24.5,,,338.0,28.2,,,
2014-12-14,19.0,15.0,24.1,,,325.0,24.6,,,
2014-12-15,19.3,15.0,24.7,,,322.0,19.5,,,
2014-12-16,19.3,14.0,26.4,,,,11.7,,,
2014-12-17,19.1,13.0,27.6,,,,8.4,,,
2014-12-18,20.1,13.6,29.5,,,,5.2,,,
2014-12-19,20.1,14.6,27.4,,,337.0,13.7,,,
2014-12-20,19.4,14.4,25.6,,,327.0,22.6,,,
2014-12-21,18.3,13.0,23.4,,,321.0,25.0,,,
2014-12-22,18.3,13.0,23.0,,,324.0,23.8,,,
2014-12-23,17.2,13.9,22.0,,,325.0,24.7,,,
2014-12-24,17.9,14.0,25.2,,,315.0,14.6,,,
2014-12-25,18.7,13.7,26.0,,,326.0,15.1,,,
2014-12-26,19.1,14.0,26.3,,,319.0,16.3,,,
2014-12-27,19.3,14.8,27.0,,,323.0,14.3,,,
2014-12-28,17.8,13.8,23.7,,,319.0,22.9,,,
2014-12-29,17.8,13.0,23.8,,,318.0,19.4,,,
2014-12-30,17.8,13.8,24.5,,,322.0,17.2,,,
2014-12-31,17.5,11.6,25.1,,,315.0,10.5,,,
2015-01-01,17.5,11.8,24.0,,,322.0,23.5,,,
2015-01-02,15.6,11.6,20.6,,,327.0,28.2,,,
2015-01-03,15.8,11.6,21.5,,,331.0,27.4,,,
2015-01-04,15.2,10.7,20.0,,,322.0,24.8,,,
2015-01-05,15.1,9.2,23.1,,,,8.4,,,
2015-01-06,15.9,9.0,23.0,,,,16.4,,,
2015-01-07,14.1,8.9,20.1,,,312.0,28.2,,,
2015-01-08,12.6,8.7,16.6,,,321.0,24.4,,,
2015-01-09,13.0,9.2,17.1,,,309.0,31.9,,,
2015-01-10,11.7,7.8,16.0,,,323.0,23.3,,,
2015-01-11,13.6,6.0,20.4,,,322.0,19.5,,,
2015-01-12,15.0,11.0,24.1,,,,10.1,,,
2015-01-13,15.7,8.0,26.2,,,,5.2,,,
2015-01-14,16.3,9.2,23.0,,,,15.5,,,
2015-01-15,15.4,10.0,21.0,,,326.0,17.0,,,
2015-01-16,15.8,9.6,23.2,,,325.0,12.9,,,
2015-01-17,15.5,8.8,23.0,,,325.0,18.1,,,
2015-01-18,16.5,12.0,23.8,,,325.0,13.2,,,
2015-01-19,16.2,11.4,25.0,,,,9.1,,,
2015-01-20,15.8,7.2,26.6,,,,3.0,,,
2015-01-21,17.9,8.4,28.7,,,,1.4,,,
2015-01-22,19.2,11.0,28.3,,,,,,,
2015-01-23,19.1,10.6,31.9,,,,4.1,,,
2015-01-24,20.1,13.8,29.7,,,,,,,
2015-01-25,22.4,15.9,30.0,,,,7.0,,,
2015-01-26,21.9,19.0,27.7,,,349.0,13.1,,,
2015-01-27,22.7,17.0,28.6,,,88.0,9.9,,,
2015-01-28,20.7,17.0,25.4,,,329.0,22.7,,,
2015-01-29,17.8,14.0,24.0,,,325.0,19.1,,,
2015-01-30,16.8,11.9,23.2,,,331.0,16.8,,,
2015-01-31,16.5,10.7,24.8,,,319.0,11.1,,,
2015-02-01,18.0,,,,,,,,,
2015-02-02,19.6,11.7,30.8,,,,6.3,,,
2015-02-03,19.4,11.0,28.5,,,,6.3,,,
2015-02-04,19.2,14.2,25.6,,,331.0,22.1,,,
2015-02-05,19.3,13.0,28.1,,,336.0,12.3,,,
2015-02-06,20.7,11.5,31.0,,,,2.6,,,
2015-02-07,22.4,12.8,28.5,,,,5.9,,,
2015-02-08,19.6,16.0,25.1,,,337.0,23.0,,,
2015-02-09,18.8,12.7,27.3,,,,10.3,,,
2015-02-10,19.7,9.8,28.6,,,,7.4,,,
2015-02-11,16.7,11.7,26.4,,,305.0,28.4,,,
2015-02-12,14.7,10.0,20.0,,,322.0,22.1,,,
2015-02-13,15.1,9.7,21.4,,,,13.2,,,
2015-02-14,16.2,9.3,24.5,,,,7.0,,,
2015-02-15,18.3,11.0,25.4,,,,6.9,,,
2015-02-16,16.8,11.8,22.6,,,333.0,20.8,,,
2015-02-17,16.2,14.0,21.1,,,323.0,17.0,,,
2015-02-18,16.8,12.0,22.7,,,327.0,27.6,,,
2015-02-19,16.2,11.7,21.1,,,334.0,31.4,,,
2015-02-20,13.7,8.3,18.6,,,323.0,30.3,,,
2015-02-21,16.1,10.7,22.0,,,318.0,28.8,,,
2015-02-22,17.2,11.6,23.6,,,320.0,10.4,,,
2015-02-23,20.4,13.0,27.6,,,,7.2,,,
2015-02-24,22.2,18.0,29.0,,,,15.7,,,
2015-02-25,19.7,14.6,25.3,,,335.0,25.5,,,
2015-02-26,20.8,13.8,29.5,,,,11.5,,,
2015-02-27,23.3,15.0,31.6,,,,5.6,,,
2015-02-28,22.1,19.0,27.0,,,327.0,27.9,,,
2015-03-01,19.9,16.6,25.1,,,336.0,28.0,,,
2015-03-02,19.9,15.0,25.2,,,337.0,26.9,,,
2015-03-03,21.2,16.7,26.6,,,335.0,25.0,,,
2015-03-04,19.3,14.8,24.9,,,333.0,30.9,,,
2015-03-05,19.3,13.9,25.0,,,338.0,23.3,,,
2015-03-06,21.3,14.3,30.0,,,,10.8,,,
2015-03-07,23.7,15.7,33.7,,,,7.2,,,
2015-03-08,23.9,18.2,34.3,,,,6.8,,,
2015-03-09,26.0,16.3,34.5,,,,4.9,,,
2015-03-10,27.6,22.6,37.4,,,,12.5,,,
2015-03-11,24.8,21.6,30.0,,,,13.3,,,
2015-03-12,21.4,18.0,25.8,,,344.0,35.9,,,
2015-03-13,20.6,15.0,26.6,,,336.0,17.9,,,
2015-03-14,21.8,17.0,27.3,,,336.0,26.6,,,
2015-03-15,21.2,16.5,26.6,,,332.0,30.1,,,
2015-03-16,19.4,14.8,24.6,,,336.0,30.1,,,
2015-03-17,19.4,13.0,25.4,,,338.0,24.9,,,
2015-03-18,19.8,13.9,26.0,,,338.0,20.8,,,
2015-03-19,20.7,14.6,27.0,,,335.0,27.3,,,
